id,name,name_jp,name_ko,effect_entry,effect_entry_ko,type_id,damage_class_id,power,accuracy,pp,priority,move_target_id,is_contact,crit_rate,drain,healing,min_hits,max_hits,introduced_in_generation_id
776,Body Press,ボディプレス,바디프레스,"Inflicts damage, using the user's Defense stat instead of its Attack stat to calculate damage.",몸을 부딪쳐서 공격한다. 방어가 높을수록 주는 데미지가 올라간다.,1,0,80,100,10,0,0,1,,,,,,8
777,Decorate,デコレーション,데코레이션,"Raises the target's Attack and Special Attack stats by two stages each. Bypasses moves like Protect, Detect, and Max Guard to affect the target but is blocked by Crafty Shield. Cannot affect a target that has a substitute or in the semi-invulnerable turn of a move.",데코레이션을 해서 상대의 공격과 특수공격을 크게 올린다.,17,2,,,15,0,0,0,,,,,,8
778,Drum Beating,ドラムアタック,드럼어택,Inflicts regular damage. Has a 100% chance to lower the target's Speed by one stage.,드럼의 뿌리를 연주로 조종해서 공격하는 것으로 상대의 스피드를 떨어뜨린다.,11,0,80,100,10,0,0,0,,,,,,8
779,Snap Trap,トラバサミ,집게덫,"Inflicts regular damage. For the next 2–5 turns, the target cannot leave the field and is damaged for 1/16 its max HP at the end of each turn. The user continues to use other moves during this time. If the user leaves the field, this effect ends. Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times. Averages to 3 hits per use. rapid spin cancels this effect.",집게덫으로 붙잡은 뒤 4-5턴 동안 상대를 끼워서 공격한다.,11,0,35,100,15,0,0,1,,,,,,8
780,Pyro Ball,かえんボール,화염볼,Inflicts regular damage. Has a 10% chance to burn the target.,작은 돌을 태운 불꽃의 공으로 상대를 공격한다. 화상 상태로 만들 때가 있다.,9,0,120,90,5,0,0,0,,,,,,8
781,Behemoth Blade,きょじゅうざん,거수참,Inflicts regular damage. Power doubles if the target is dynamaxed.,거대한 검이 되어 베어버린다. 상대가 다이맥스 중이면 데미지가 2배가 된다.,8,0,100,100,5,0,0,1,,,,,,8
782,Behemoth Bash,きょじゅうだん,거수탄,Inflicts regular damage. Power doubles if the target is dynamaxed.,거대한 방패가 되어 부딪친다. 상대가 다이맥스 중이면 데미지가 2배가 된다.,8,0,100,100,5,0,0,1,,,,,,8
783,Aura Wheel,オーラぐるま,오라휠,Inflicts regular damage+raise. Power doubles if the target is dynamaxed.,볼주머니에 저장해둔 에너지로 공격하고 자신의 스피드를 올린다. 모르페코의 모습에 따라 타입이 바뀐다.,12,0,110,100,10,0,0,0,,,,,,8
784,Breaking Swipe,ワイドブレイカー,와이드브레이커,Inflicts regular damage. Lowers the target's Attack by one stage.,강인한 꼬리를 세차게 휘둘러서 상대를 공격한다. 상대의 공격을 떨어뜨린다.,15,0,60,100,15,0,6,1,,,,,,8
785,Branch Poke,えだづき,가지찌르기,Inflicts regular damage.,날카롭고 뾰족한 가지로 상대를 찔러서 공격한다.,11,0,40,100,40,0,0,1,,,,,,8
786,Overdrive,オーバードライブ,오버드라이브,Inflicts regular damage. Power doubles if the target is dynamaxed.,기타나 베이스를 쳐서 큰 울림과 강한 진동을 상대에게 전달하여 공격한다.,12,1,80,100,10,0,6,0,,,,,,8
787,Apple Acid,りんごさん,사과산,Inflicts regular damage+lower. Power doubles if the target is dynamaxed.,새콤한 사과에서 만들어 낸 산성 액체로 공격한다. 상대의 특수방어를 떨어뜨린다.,11,1,80,100,10,0,0,0,,,,,,8
788,Grav Apple,Ｇのちから,G의힘,Inflicts regular damage. Lowers the target's Defense by one stage.,높은 곳에서 사과를 떨어뜨려서 데미지를 준다. 상대의 방어를 떨어뜨린다.,11,0,80,100,10,0,0,0,,,,,,8
789,Spirit Break,ソウルクラッシュ,소울크래시,Inflicts regular damage. Has a 100% chance to lower the target's Special Attack by one stage.,맞으면 기가 꺾여버릴 것 같은 기세로 공격한다. 상대의 특수공격을 떨어뜨린다.,17,0,75,100,15,0,0,1,,,,,,8
790,Strange Steam,ワンダースチーム,원더스팀,Inflicts regular damage. Has a 20% chance to confuse the target.,연기를 분출해서 상대를 공격한다. 혼란시킬 때가 있다.,17,1,90,95,10,0,0,0,,,,,,8
791,Life Dew,いのちのしずく,생명의물방울,Inflicts regular heal. Power doubles if the target is dynamaxed.,신비한 물을 흩뿌려서 자신과 배틀에 나와 있는 같은 편의 HP를 회복한다.,10,2,,,10,0,7,0,,,25,,,8
792,Obstruct,ブロッキング,블로킹,Inflicts regular unique. Power doubles if the target is dynamaxed.,상대의 공격을 전혀 받지 않는다. 연속으로 쓰면 실패하기 쉽다. 접촉한 상대의 방어를 크게 떨어뜨린다.,16,2,,100,10,4,9,0,,,,,,8
793,False Surrender,どげざつき,사죄의찌르기,Inflicts regular damage. Ignores accuracy and evasion modifiers.,고개를 숙이는 척하면서 흐트러진 머리카락으로 찌른다. 공격은 반드시 명중한다.,16,0,80,,10,0,0,1,,,,,,8
794,Meteor Assault,スターアサルト,스타어설트,"Inflicts regular damage. User loses its next turn to ""recharge"", and cannot attack or switch out during that turn.",굵은 줄기를 휘둘러서 공격한다. 단 자신도 비틀거리기 때문에 다음 턴은 움직일 수 없다.,1,0,150,100,5,0,0,0,,,,,,8
795,Eternabeam,ムゲンダイビーム,무한다이빔,"Inflicts regular damage. User loses its next turn to ""recharge"", and cannot attack or switch out during that turn.",본래의 모습이 된 무한다이노 최대의 공격. 다음 턴은 움직일 수 없다.,15,1,160,90,5,0,0,0,,,,,,8
796,Steel Beam,てっていこうせん,철제광선,"Inflicts damage, and the user takes damage equal to half of its max HP, rounded up. The user still takes damage if the move is blocked by Protect or Substitute, misses, or if the target has Flash Fire.",전신에서 끌어모은 강철을 빔으로 바꿔 세차게 발사한다. 자신도 데미지를 받는다.,8,1,140,95,5,0,0,0,,,,,,8
797,Expanding Force,ワイドフォース,와이드포스,Inflicts regular damage.,사이코 파워로 상대를 공격한다. 사이코필드일 때는 위력이 오르며 모든 상대에게 데미지를 준다.,13,1,80,100,10,0,0,0,,,,,,8
798,Steel Roller,アイアンローラー,아이언롤러,Inflicts regular damage.,필드를 파괴하면서 공격한다. 필드가 어떤 상태로든 변해 있지 않은 경우 기술은 실패한다.,8,0,130,100,5,0,0,1,,,,,,8
799,Scale Shot,スケイルショット,스케일샷,"Inflicts regular damage two to five times in a row, raising the user's Speed and lowering the user's Defense by one stage each upon last hit.",비늘을 쏘아서 공격한다. 2-5회 동안 연속으로 쓴다. 스피드가 올라가지만 방어가 떨어진다.,15,0,25,90,20,0,0,0,,,,2,5,8
800,Meteor Beam,メテオビーム,메테오빔,Inflicts regular damage.,1턴째에 우주의 힘을 모아서 특수공격을 올리고 2턴째에 상대를 공격한다.,5,1,120,90,10,0,0,0,,,,,,8
801,Shell Side Arm,シェルアームズ,셸암즈,Inflicts regular damage.,물리와 특수 중 더 많은 데미지를 줄 수 있는 능력으로 공격한다. 독 상태로 만들 때가 있다.,3,1,90,100,10,0,0,0,,,,,,8
802,Misty Explosion,ミストバースト,미스트버스트,Inflicts regular damage.,자신의 주위에 있는 모두를 공격하지만 사용하면 기절한다. 미스트필드일 때 위력이 올라간다.,17,1,100,100,5,0,5,0,,,,,,8
803,Grassy Glide,グラススライダー,그래스슬라이더,Inflicts regular damage.,지면에 미끄러지듯 상대를 공격한다. 그래스필드일 때 반드시 선제공격할 수 있다.,11,0,55,100,20,0,0,1,,,,,,8
804,Rising Voltage,ライジングボルト,라이징볼트,Inflicts regular damage.,지면에서 올라오는 전격으로 공격한다. 상대가 일렉트릭필드 위에 있을 때 기술의 위력이 2배가 된다.,12,1,70,100,20,0,0,0,,,,,,8
805,Terrain Pulse,だいちのはどう,대지의파동,Inflicts regular damage.,필드의 힘을 빌려서 공격한다. 사용했을 때의 필드 상태에 따라서 기술 타입과 위력이 바뀐다.,0,1,50,100,10,0,0,0,,,,,,8
806,Skitter Smack,はいよるいちげき,엄습하는일격,Inflicts regular damage.,배후에서 엄습해서 공격한다. 상대의 특수공격을 떨어뜨린다.,6,0,70,90,10,0,0,1,,,,,,8
807,Burning Jealousy,しっとのほのお,질투의불꽃,Inflicts regular damage.,질투의 에너지로 상대를 공격한다. 그 턴에 능력이 올라간 포켓몬을 화상 상태로 만든다.,9,1,70,100,5,0,6,0,,,,,,8
808,Lash Out,うっぷんばらし,분풀이,Inflicts regular damage.,상대에 대한 울분이 담긴 공격을 한다. 그 턴에 능력이 떨어져 있으면 기술의 위력이 2배가 된다.,16,0,75,100,5,0,0,1,,,,,,8
809,Poltergeist,ポルターガイスト,폴터가이스트,Inflicts regular damage.,상대의 지닌 물건을 조종해서 공격한다. 상대가 도구를 지니고 있지 않으면 실패한다.,7,0,110,90,5,0,0,0,,,,,,8
810,Corrosive Gas,ふしょくガス,부식가스,Inflicts regular damage.,주위에 있는 모든 것을 강력한 산성 가스로 뒤덮어서 지니고 있는 도구를 녹여버린다.,3,2,,100,40,0,5,0,,,,,,8
811,Coaching,コーチング,코칭,Inflicts regular damage.,적절한 지도를 통해서 같은 편 전원의 공격과 방어를 올린다.,1,2,,,10,0,8,0,,,,,,8
812,Flip Turn,クイックターン,퀵턴,Inflicts regular damage.,공격한 뒤 굉장한 스피드로 돌아와서 교대 포켓몬과 교체한다.,10,0,60,100,20,0,0,1,,,,,,8
813,Triple Axel,トリプルアクセル,트리플악셀,Inflicts regular damage.,3회 연속으로 킥을 날려 공격한다. 기술이 맞을 때마다 위력이 올라간다.,14,0,20,90,10,0,0,1,,,,3,3,8
814,Dual Wingbeat,ダブルウイング,더블윙,Inflicts regular damage.,날개를 상대에게 부딪쳐서 공격한다. 2회 연속으로 데미지를 준다.,2,0,40,90,10,0,0,1,,,,2,2,8
815,Scorching Sands,ねっさのだいち,열사의대지,Inflicts regular damage. Has a 30% chance to burn the target.,뜨겁게 달궈진 모래를 상대에게 부딪쳐서 공격한다. 화상 상태로 만들 때가 있다.,4,1,70,100,10,0,0,0,,,,,,8
816,Jungle Healing,ジャングルヒール,정글힐,Inflicts regular damage.,정글과 하나가 되어 자신과 배틀에 나와 있는 같은 편의 HP와 모든 상태를 회복한다.,11,2,,,10,0,7,0,,,25,,,8
817,Wicked Blow,あんこくきょうだ,암흑강타,Inflicts regular damage.,악의 태세가 극에 달하여 강렬한 일격을 날린다. 반드시 급소에 맞는다.,16,0,75,100,5,0,0,1,6,,,,,8
818,Surging Strikes,すいりゅうれんだ,수류연타,Inflicts regular damage.,물의 태세가 극에 달하여 물 흐르듯 3회의 연격을 날린다. 반드시 급소에 맞는다.,10,0,25,100,5,0,0,1,6,,,3,3,8
819,Thunder Cage,サンダープリズン,썬더프리즌,Inflicts regular damage.,전기가 흐르는 우리 안에 4-5턴 동안 상대를 가두어 공격한다.,12,1,80,90,15,0,0,0,,,,,,8
820,Dragon Energy,ドラゴンエナジー,드래곤에너지,Inflicts regular damage.,생명력을 파워로 바꿔서 상대를 공격한다. 자신의 HP가 적을수록 기술의 위력이 떨어진다.,15,1,150,100,5,0,6,0,,,,,,8
821,Freezing Glare,いてつくしせん,얼어붙는시선,Inflicts regular damage.,두 눈에서 사이코 파워를 발사해서 공격한다. 얼음 상태로 만들 때가 있다.,13,1,90,100,10,0,0,0,,,,,,8
822,Fiery Wrath,もえあがるいかり,타오르는분노,Inflicts regular damage.,분노를 불꽃 같은 오라로 바꿔서 공격한다. 상대를 풀죽게 만들 때가 있다.,16,1,90,100,10,0,6,0,,,,,,8
823,Thunderous Kick,らいめいげり,천둥차기,Inflicts regular damage.,번개 같은 움직임으로 상대를 농락하며 킥을 날린다. 상대의 방어를 떨어뜨린다.,1,0,90,100,10,0,0,1,,,,,,8
824,Glacial Lance,ブリザードランス,블리자드랜스,Inflicts regular damage.,눈보라를 두른 얼음의 창을 상대에게 던져서 공격한다.,14,0,120,100,5,0,6,1,,,,,,8
825,Astral Barrage,アストラルビット,아스트랄비트,Inflicts regular damage.,수많은 작은 영체를 상대에게 부딪쳐서 공격한다.,7,1,120,100,5,0,6,0,,,,,,8
826,Eerie Spell,ぶきみなじゅもん,섬뜩한주문,Inflicts regular damage.,강력한 사이코 파워로 공격한다. 상대가 마지막으로 사용한 기술의 PP를 3만큼 줄인다.,13,1,80,100,5,0,0,0,,,,,,8
827,Dire Claw,フェイタルクロー,페이탈클로,"Inflicts regular damage. Has a 16.67% chance to burn, freeze, or paralyze the target. One of these effects is selected at random; they each have independent chances to occur.","치명적인 손톱으로 급소를 노려 공격한다. 상대를 독, 마비, 졸음 중 하나의 상태로 만들 때가 있다.",3,0,80,100,15,0,0,1,,,,,,8
828,Psyshield Bash,バリアーラッシュ,배리어러시,,사념의 에너지를 두른 채로 상대에 부딪힌다. 자신의 방어가 1랭크 올라간다.,13,0,70,90,10,0,0,1,,,,,,8
829,Power Shift,パワーシフト,파워시프트,,자신의 공격력과 방어력을 바꾼다.,0,2,,,10,0,9,0,,,,,,8
830,Stone Axe,がんせきアックス,암석액스,,암석 도끼로 공격한다. 흩어진 암석 파편은 상대의 주위에 떠다니게 된다.,5,0,65,90,15,0,0,1,,,,,,8
831,Springtide Storm,はるのあらし,봄의폭풍,,애증 섞인 강렬한 바람으로 상대를 둘러싸서 공격한다. 30% 확률로 상대의 공격을 떨어뜨린다.,17,1,100,80,5,0,6,0,,,,,,8
832,Mystical Power,しんぴのちから,신비의힘,,신비한 힘으로 자신을 강화한다. 자신의 특수공격이 올라간다.,13,1,70,90,10,0,0,0,,,,,,8
833,Raging Fury,だいふんげき,대격분,,2~3턴 동안 격렬한 불꽃을 방출하면서 마구 날뛰어 공격한다. 난동 부린 뒤에는 혼란에 빠진다.,9,0,120,100,10,0,11,1,,,,,,8
834,Wave Crash,ウェーブタックル,웨이브태클,,물을 두르고 온몸으로 상대에게 부딪친다. 자신도 대상에게 준 피해의 1/3만큼 반동 피해를 받는다.,10,0,120,100,10,0,0,1,,,-33,,,8
835,Chloroblast,クロロブラスト,클로로블라스트,,엽록소를 모은 뒤 발사하여 공격한다. 사용자는 최대 HP의 1/2만큼 피해를 받는다.,11,1,150,95,5,0,0,0,,,,,,8
